INFO 2026-01-21 02:01:36,170 autoreload 15784 19712 Watching for file changes with StatReloader
INFO 2026-05-26 03:48:07,323 views 9084 2400 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:48:07,324 views 9084 2400 No guest cart found to merge
INFO 2026-05-26 03:48:07,328 basehttp 9084 2400 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:48:10,271 basehttp 9084 10928 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:48:10,282 basehttp 9084 2400 "GET /api/v1/customization/saved/ HTTP/1.1" 200 2642
INFO 2026-05-26 03:48:10,300 basehttp 9084 2400 "GET /media/designs/previews/preview_bede15499eec47f9900adaa817a5916a.png HTTP/1.1" 304 0
INFO 2026-05-26 03:48:10,303 basehttp 9084 10928 "GET /api/v1/customization/saved/ HTTP/1.1" 200 2642
INFO 2026-05-26 03:48:23,391 views 9084 10928 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:48:23,392 views 9084 10928 No guest cart found to merge
INFO 2026-05-26 03:48:23,675 basehttp 9084 10928 "POST /api/v1/cart/custom/ HTTP/1.1" 201 670
INFO 2026-05-26 03:48:23,697 views 9084 10928 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:48:23,698 views 9084 10928 No guest cart found to merge
INFO 2026-05-26 03:48:23,707 basehttp 9084 10928 "GET /api/v1/cart/ HTTP/1.1" 200 670
INFO 2026-05-26 03:48:23,714 views 9084 2400 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:48:23,716 views 9084 2400 No guest cart found to merge
INFO 2026-05-26 03:48:23,722 basehttp 9084 2400 "GET /api/v1/cart/ HTTP/1.1" 200 670
INFO 2026-05-26 03:48:27,122 basehttp 9084 23332 "OPTIONS /api/v1/cart/items/16/ HTTP/1.1" 200 0
INFO 2026-05-26 03:48:27,138 views 9084 2400 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:48:27,141 views 9084 2400 No guest cart found to merge
INFO 2026-05-26 03:48:27,257 basehttp 9084 2400 "DELETE /api/v1/cart/items/16/ HTTP/1.1" 200 138
INFO 2026-05-26 03:48:27,282 views 9084 2400 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:48:27,283 views 9084 2400 No guest cart found to merge
INFO 2026-05-26 03:48:27,288 basehttp 9084 2400 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:48:30,124 basehttp 9084 10928 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:48:30,139 basehttp 9084 2400 "GET /api/v1/customization/saved/ HTTP/1.1" 200 2644
INFO 2026-05-26 03:48:30,160 basehttp 9084 2400 "GET /media/designs/previews/preview_5e7f4e4159fc4ed5a99ea83a58db2767.png HTTP/1.1" 304 0
INFO 2026-05-26 03:48:30,174 basehttp 9084 10928 "GET /api/v1/customization/saved/ HTTP/1.1" 200 2644
INFO 2026-05-26 03:49:32,835 basehttp 9084 10928 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 03:49:32,846 basehttp 9084 2400 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 03:49:35,155 basehttp 9084 2400 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:49:51,151 basehttp 9084 2400 "POST /api/v1/customization/save/ HTTP/1.1" 201 164
INFO 2026-05-26 03:49:54,692 basehttp 9084 10928 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:49:54,698 basehttp 9084 2400 "GET /api/v1/customization/saved/ HTTP/1.1" 200 3154
INFO 2026-05-26 03:49:54,724 basehttp 9084 10928 "GET /api/v1/customization/saved/ HTTP/1.1" 200 3154
INFO 2026-05-26 03:49:54,732 basehttp 9084 10928 "GET /media/designs/previews/preview_5e7f4e4159fc4ed5a99ea83a58db2767.png HTTP/1.1" 304 0
INFO 2026-05-26 03:49:54,751 basehttp 9084 10928 "GET /media/designs/previews/preview_bede15499eec47f9900adaa817a5916a.png HTTP/1.1" 304 0
INFO 2026-05-26 03:49:54,771 basehttp 9084 2400 "GET /media/designs/previews/preview_dd87e680a23c4b0a80d0d3a22d4eb8bd.png HTTP/1.1" 200 363362
INFO 2026-05-26 03:54:52,520 basehttp 9084 18676 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 03:54:52,529 basehttp 9084 18676 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 03:54:54,364 basehttp 9084 18676 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:54:54,453 basehttp 9084 3512 "GET /api/v1/accessories/chains/ HTTP/1.1" 200 52
INFO 2026-05-26 03:54:54,453 basehttp 9084 2356 "GET /api/v1/accessories/beads/ HTTP/1.1" 200 580
INFO 2026-05-26 03:54:54,466 basehttp 9084 18676 "GET /api/v1/accessories/charms/ HTTP/1.1" 200 52
INFO 2026-05-26 03:54:54,475 basehttp 9084 3512 "GET /api/v1/accessories/materials/ HTTP/1.1" 200 299
INFO 2026-05-26 03:54:54,478 basehttp 9084 2356 "GET /api/v1/accessories/colors/ HTTP/1.1" 200 322
INFO 2026-05-26 03:55:16,785 autoreload 9084 19216 D:\Websites\new\Charme_website\backend\apps\orders\views.py changed, reloading.
INFO 2026-05-26 03:55:18,162 autoreload 19060 17168 Watching for file changes with StatReloader
INFO 2026-05-26 03:55:25,142 autoreload 19060 17168 D:\Websites\new\Charme_website\backend\apps\orders\views.py changed, reloading.
INFO 2026-05-26 03:55:26,445 autoreload 29700 27224 Watching for file changes with StatReloader
INFO 2026-05-26 03:56:36,402 basehttp 29700 11536 "GET /admin/accessories/bead/add/ HTTP/1.1" 200 26618
INFO 2026-05-26 03:56:36,442 basehttp 29700 11536 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 03:57:05,383 autoreload 29700 27224 D:\Websites\new\Charme_website\backend\apps\orders\serializers.py changed, reloading.
INFO 2026-05-26 03:57:06,400 autoreload 30632 18516 Watching for file changes with StatReloader
INFO 2026-05-26 03:58:15,972 basehttp 30632 18576 "GET /admin/accessories/colorpalette/add/?_to_field=id&_popup=1 HTTP/1.1" 200 5790
INFO 2026-05-26 03:58:16,025 basehttp 30632 18576 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 03:58:25,791 basehttp 30632 18576 "POST /admin/accessories/colorpalette/add/?_to_field=id&_popup=1 HTTP/1.1" 200 337
INFO 2026-05-26 03:58:25,812 basehttp 30632 18576 "GET /static/admin/js/popup_response.js HTTP/1.1" 304 0
INFO 2026-05-26 03:58:39,393 basehttp 30632 18576 "POST /admin/accessories/bead/add/ HTTP/1.1" 302 0
INFO 2026-05-26 03:58:39,452 basehttp 30632 18576 "GET /admin/accessories/bead/ HTTP/1.1" 200 21564
INFO 2026-05-26 03:58:39,492 basehttp 30632 18576 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 03:58:39,492 basehttp 30632 11460 "GET /media/beads/thumbnails/pony_beads_1_1024x10242x.jpg HTTP/1.1" 304 0
INFO 2026-05-26 03:58:39,508 basehttp 30632 18576 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2026-05-26 03:58:39,510 basehttp 30632 18576 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 304 0
INFO 2026-05-26 03:58:39,595 basehttp 30632 29320 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 200 36677
INFO 2026-05-26 03:58:51,173 views 30632 29320 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:58:51,176 basehttp 30632 18576 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:58:51,176 views 30632 29320 No guest cart found to merge
INFO 2026-05-26 03:58:51,181 basehttp 30632 29320 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:58:51,204 views 30632 18576 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:58:51,209 views 30632 18576 No guest cart found to merge
INFO 2026-05-26 03:58:51,216 basehttp 30632 18576 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:58:56,621 basehttp 30632 18576 "GET /admin/accessories/bead/ HTTP/1.1" 200 21364
INFO 2026-05-26 03:58:56,655 basehttp 30632 29320 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 304 0
INFO 2026-05-26 03:58:56,661 basehttp 30632 18576 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 03:59:02,383 views 30632 18576 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:02,388 views 30632 18576 No guest cart found to merge
INFO 2026-05-26 03:59:02,405 basehttp 30632 29320 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:59:02,406 basehttp 30632 18576 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:02,422 views 30632 29320 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:02,423 views 30632 29320 No guest cart found to merge
INFO 2026-05-26 03:59:02,428 basehttp 30632 29320 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:18,303 autoreload 9364 13008 Watching for file changes with StatReloader
INFO 2026-05-26 03:59:23,084 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:23,088 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 03:59:23,088 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:59:23,102 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:23,113 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:23,115 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 03:59:23,123 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:31,706 basehttp 9364 11460 "GET /api/v1/products/?search=&min_price=&max_price=&ordering=-created_at HTTP/1.1" 200 1825
INFO 2026-05-26 03:59:31,714 basehttp 9364 25864 "GET /api/v1/products/?search=&min_price=&max_price=&ordering=-created_at HTTP/1.1" 200 1825
INFO 2026-05-26 03:59:32,634 basehttp 9364 25864 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 03:59:32,642 basehttp 9364 11460 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 03:59:34,099 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:59:37,583 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:37,588 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 03:59:37,591 basehttp 9364 25864 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:59:37,597 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:37,606 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:37,608 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 03:59:37,611 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:47,947 basehttp 9364 25864 "GET /admin/accessories/bead/ HTTP/1.1" 200 21364
INFO 2026-05-26 03:59:47,983 basehttp 9364 25864 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 03:59:48,013 basehttp 9364 25864 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 304 0
INFO 2026-05-26 03:59:55,137 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:55,144 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 03:59:55,145 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 03:59:55,156 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 03:59:55,170 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 03:59:55,175 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 03:59:55,182 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:00:46,143 basehttp 9364 25864 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:00:46,146 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:00:46,149 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 04:00:46,160 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:00:46,167 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:00:46,170 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 04:00:46,179 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:09,651 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:02:09,654 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 04:02:09,658 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:02:09,664 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:09,673 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:02:09,675 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 04:02:09,679 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:15,709 basehttp 9364 25864 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:02:15,711 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:02:15,715 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 04:02:15,726 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:15,737 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:02:15,740 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 04:02:15,754 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:21,462 basehttp 9364 25864 "GET /admin/accessories/bead/ HTTP/1.1" 200 21364
INFO 2026-05-26 04:02:21,627 basehttp 9364 11460 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2929
INFO 2026-05-26 04:02:21,628 basehttp 9364 25864 "GET /static/admin/css/base.css HTTP/1.1" 200 21310
INFO 2026-05-26 04:02:21,631 basehttp 9364 25864 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
INFO 2026-05-26 04:02:21,631 basehttp 9364 11460 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2694
INFO 2026-05-26 04:02:21,637 basehttp 9364 25864 "GET /static/admin/css/responsive.css HTTP/1.1" 200 18559
INFO 2026-05-26 04:02:21,644 basehttp 9364 11460 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:02:21,648 basehttp 9364 11460 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2026-05-26 04:02:21,649 basehttp 9364 25864 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 292458
INFO 2026-05-26 04:02:21,655 basehttp 9364 11460 "GET /static/admin/js/core.js HTTP/1.1" 200 5682
INFO 2026-05-26 04:02:21,656 basehttp 9364 25864 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 8943
INFO 2026-05-26 04:02:21,664 basehttp 9364 11460 "GET /static/admin/js/actions.js HTTP/1.1" 200 7872
INFO 2026-05-26 04:02:21,665 basehttp 9364 25864 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2026-05-26 04:02:21,677 basehttp 9364 11460 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2026-05-26 04:02:21,679 basehttp 9364 25864 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 232381
INFO 2026-05-26 04:02:21,683 basehttp 9364 11460 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2026-05-26 04:02:21,684 basehttp 9364 25864 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2026-05-26 04:02:21,698 basehttp 9364 25864 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 200 36677
INFO 2026-05-26 04:02:21,706 basehttp 9364 25864 "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2026-05-26 04:02:21,715 basehttp 9364 25864 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2026-05-26 04:02:21,721 basehttp 9364 11460 "GET /media/beads/thumbnails/pony_beads_1_1024x10242x.jpg HTTP/1.1" 200 29285
INFO 2026-05-26 04:02:21,727 basehttp 9364 25864 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2026-05-26 04:02:21,731 basehttp 9364 11460 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2026-05-26 04:02:21,733 basehttp 9364 25864 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2026-05-26 04:02:21,738 basehttp 9364 11460 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
WARNING 2026-05-26 04:02:21,768 log 9364 11460 Not Found: /favicon.ico
WARNING 2026-05-26 04:02:21,769 basehttp 9364 11460 "GET /favicon.ico HTTP/1.1" 404 3429
INFO 2026-05-26 04:02:23,526 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:02:26,250 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:02:45,610 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:02:48,513 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:02:48,520 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 04:02:48,536 basehttp 9364 25864 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:02:48,538 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:48,550 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:02:48,553 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 04:02:48,562 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:02:56,149 basehttp 9364 25864 "GET /admin/accessories/bead/ HTTP/1.1" 200 21364
INFO 2026-05-26 04:02:56,176 basehttp 9364 25864 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:02:56,181 basehttp 9364 11460 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 304 0
INFO 2026-05-26 04:03:01,200 basehttp 9364 11460 "GET /admin/accessories/chain/ HTTP/1.1" 200 17217
INFO 2026-05-26 04:03:01,292 basehttp 9364 11460 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:03:02,200 basehttp 9364 11460 "GET /admin/accessories/bead/ HTTP/1.1" 200 21364
INFO 2026-05-26 04:03:02,229 basehttp 9364 11460 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:03:04,161 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:03:12,303 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:03:21,658 views 9364 11460 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:03:21,659 views 9364 11460 No guest cart found to merge
INFO 2026-05-26 04:03:21,663 basehttp 9364 11460 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:03:21,671 views 9364 25864 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:03:21,672 views 9364 25864 No guest cart found to merge
INFO 2026-05-26 04:03:21,676 basehttp 9364 25864 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:03:25,718 basehttp 9364 25864 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 04:03:25,731 basehttp 9364 11460 "GET /api/v1/products/?limit=12 HTTP/1.1" 200 1825
INFO 2026-05-26 04:03:27,214 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:04:15,041 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:04:40,488 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:04:48,241 basehttp 9364 11460 "GET /admin/accessories/bead/2/change/ HTTP/1.1" 200 28009
INFO 2026-05-26 04:04:48,274 basehttp 9364 11460 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:04:48,291 basehttp 9364 11460 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 304 0
INFO 2026-05-26 04:04:58,093 basehttp 9364 11460 "POST /admin/accessories/bead/2/change/ HTTP/1.1" 302 0
INFO 2026-05-26 04:04:58,122 basehttp 9364 11460 "GET /admin/accessories/bead/ HTTP/1.1" 200 21566
INFO 2026-05-26 04:04:58,164 basehttp 9364 11460 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:05:03,117 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:05:11,672 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:05:19,319 basehttp 9364 11460 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:06:49,879 autoreload 9364 13008 D:\Websites\new\Charme_website\backend\apps\accessories\views.py changed, reloading.
INFO 2026-05-26 04:06:50,917 autoreload 29896 17296 Watching for file changes with StatReloader
INFO 2026-05-26 04:07:05,085 autoreload 18760 29880 Watching for file changes with StatReloader
INFO 2026-05-26 04:07:09,180 basehttp 18760 28312 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:07:13,339 views 18760 28312 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:07:13,351 views 18760 28312 No guest cart found to merge
INFO 2026-05-26 04:07:13,360 basehttp 18760 30084 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:07:13,368 basehttp 18760 28312 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:07:13,375 views 18760 30084 Authenticated user 7, session: sawy7uepbadxz9ukbgociowy3ralsj0d, user cart created: False
INFO 2026-05-26 04:07:13,378 views 18760 30084 No guest cart found to merge
INFO 2026-05-26 04:07:13,385 basehttp 18760 30084 "GET /api/v1/cart/ HTTP/1.1" 200 138
INFO 2026-05-26 04:07:27,078 basehttp 18760 30084 "GET /admin/accessories/bead/ HTTP/1.1" 200 21364
INFO 2026-05-26 04:07:27,117 basehttp 18760 30084 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2026-05-26 04:07:27,152 basehttp 18760 30084 "GET /media/beads/thumbnails/9b5c0f7d3624892ef14c03b0058f6f06.jpg HTTP/1.1" 304 0
INFO 2026-05-26 04:07:46,530 basehttp 18760 30084 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:08:12,498 basehttp 18760 30084 "GET /api/v1/customization/categories/ HTTP/1.1" 200 52
INFO 2026-05-26 04:08:23,581 basehttp 18760 29472 "OPTIONS /api/v1/cart/ HTTP/1.1" 200 0
INFO 2026-05-26 04:08:23,588 basehttp 18760 29472 "OPTIONS /api/v1/products/?limit=12 HTTP/1.1" 200 0
INFO 2026-05-26 04:08:23,590 basehttp 18760 9212 "OPTIONS /api/v1/cart/ HTTP/1.1" 200 0
INFO 2026-05-26 04:08:23,592 basehttp 18760 15132 "OPTIONS /api/v1/products/?limit=12 HTTP/1.1" 200 0
WARNING 2026-05-26 04:08:23,896 log 18760 29944 Unauthorized: /api/v1/cart/
WARNING 2026-05-26 04:08:23,897 basehttp 18760 29944 "GET /api/v1/cart/ HTTP/1.1" 401 274
WARNING 2026-05-26 04:08:23,901 log 18760 21944 Unauthorized: /api/v1/products/
WARNING 2026-05-26 04:08:23,903 log 18760 29944 Unauthorized: /api/v1/cart/
INFO 2026-05-26 04:08:23,905 basehttp 18760 15132 "OPTIONS /api/v1/auth/token/refresh/ HTTP/1.1" 200 0
WARNING 2026-05-26 04:08:23,906 basehttp 18760 21944 "GET /api/v1/products/?limit=12 HTTP/1.1" 401 274
WARNING 2026-05-26 04:08:23,908 log 18760 21944 Unauthorized: /api/v1/products/
WARNING 2026-05-26 04:08:23,909 basehttp 18760 29944 "GET /api/v1/cart/ HTTP/1.1" 401 274
WARNING 2026-05-26 04:08:23,912 log 18760 15132 Unauthorized: /api/v1/auth/token/refresh/
WARNING 2026-05-26 04:08:23,916 log 18760 29472 Unauthorized: /api/v1/auth/token/refresh/
WARNING 2026-05-26 04:08:23,919 log 18760 9212 Unauthorized: /api/v1/auth/token/refresh/
WARNING 2026-05-26 04:08:23,919 basehttp 18760 21944 "GET /api/v1/products/?limit=12 HTTP/1.1" 401 274
WARNING 2026-05-26 04:08:23,921 basehttp 18760 15132 "POST /api/v1/auth/token/refresh/ HTTP/1.1" 401 132
WARNING 2026-05-26 04:08:23,921 basehttp 18760 29472 "POST /api/v1/auth/token/refresh/ HTTP/1.1" 401 132
WARNING 2026-05-26 04:08:23,924 basehttp 18760 9212 "POST /api/v1/auth/token/refresh/ HTTP/1.1" 401 132
